2, 20, 6340.00, 4023.33, 3.59, 2.20, 1.00, 0.99, 0.04, 0.07
2, 20, 6340.00, 6704.50, 3.59, 3.34, 1.00, 0.99, 0.04, 0.04
2, 40, 12480.00, 14802.00, 3.36, 3.71, 0.99, 0.99, 0.04, 0.04
2, 60, 20520.00, 21270.00, 3.65, 3.53, 1.00, 1.00, 0.04, 0.04
2, 80, 28640.00, 30024.50, 3.84, 3.76, 1.00, 1.00, 0.04, 0.04
2, 100, 34140.00, 36366.00, 3.61, 3.64, 1.00, 1.00, 0.04, 0.04
5, 20, 2600.00, 1767.00, 3.48, 1.93, 0.98, 0.79, 0.10, 0.15
5, 20, 2600.00, 3018.05, 3.48, 3.55, 0.98, 0.93, 0.10, 0.09
5, 40, 5380.00, 5952.20, 3.47, 3.66, 0.97, 0.97, 0.10, 0.09
5, 60, 8068.00, 9241.05, 3.55, 3.78, 0.98, 0.98, 0.10, 0.09
5, 80, 11254.00, 12348.55, 3.65, 3.83, 0.98, 0.98, 0.09, 0.09
5, 100, 14240.00, 15585.30, 3.73, 3.86, 0.99, 0.98, 0.09, 0.09
10, 20, 1226.00, 1303.33, 2.48, 1.95, 0.73, 0.54, 0.22, 0.20
10, 20, 1226.00, 2078.10, 2.48, 4.44, 0.73, 0.81, 0.22, 0.13
10, 40, 2430.00, 3463.65, 2.77, 3.90, 0.86, 0.88, 0.22, 0.16
10, 60, 3532.00, 4995.00, 2.82, 3.87, 0.90, 0.91, 0.23, 0.16
10, 80, 4895.00, 6385.65, 2.98, 3.75, 0.92, 0.93, 0.22, 0.17
10, 100, 6099.00, 7673.15, 3.02, 3.64, 0.94, 0.94, 0.22, 0.17
