2, 20, 5150.00, 5310.00, 3.23, 3.31, 0.99, 0.99, 0.05, 0.05
2, 20, 5150.00, 6310.00, 3.23, 2.67, 0.99, 0.99, 0.05, 0.04
2, 40, 13410.00, 15132.50, 4.27, 3.27, 0.99, 1.00, 0.04, 0.04
2, 60, 23050.00, 26986.05, 4.98, 3.87, 1.00, 1.00, 0.03, 0.03
2, 80, 33490.00, 38715.55, 5.39, 4.21, 1.00, 1.00, 0.03, 0.03
2, 100, 43070.00, 51343.50, 5.50, 4.47, 1.00, 1.00, 0.03, 0.03
5, 20, 2870.00, 2783.33, 4.08, 3.46, 0.95, 0.83, 0.09, 0.10
5, 20, 2870.00, 3466.85, 4.08, 3.46, 0.95, 0.91, 0.09, 0.08
5, 40, 6931.00, 8322.20, 4.96, 4.38, 0.97, 0.96, 0.08, 0.06
5, 60, 11100.00, 13174.00, 5.15, 4.66, 0.98, 0.98, 0.07, 0.06
5, 80, 15350.00, 18097.90, 5.53, 4.86, 0.99, 0.99, 0.07, 0.06
5, 100, 19590.00, 23444.20, 5.57, 5.05, 0.99, 0.99, 0.07, 0.06
10, 20, 1620.00, 1903.33, 3.35, 3.26, 0.71, 0.57, 0.16, 0.14
10, 20, 1620.00, 2239.75, 3.35, 3.69, 0.71, 0.75, 0.16, 0.12
10, 40, 4352.00, 5178.20, 5.77, 5.03, 0.89, 0.89, 0.12, 0.10
10, 60, 7110.00, 8205.45, 6.31, 5.53, 0.93, 0.92, 0.11, 0.10
10, 80, 9752.00, 11200.80, 6.47, 5.79, 0.95, 0.95, 0.11, 0.10
10, 100, 12190.00, 14162.90, 6.53, 5.95, 0.97, 0.96, 0.11, 0.09
