2, 20, 5480.00, 4220.00, 2.77, 2.16, 1.00, 0.97, 0.05, 0.06
2, 20, 5480.00, 7006.00, 2.77, 3.27, 1.00, 0.99, 0.05, 0.04
2, 40, 12520.00, 14283.00, 3.08, 3.35, 1.00, 0.99, 0.04, 0.04
2, 60, 18880.00, 22125.00, 3.22, 3.47, 1.00, 1.00, 0.04, 0.04
2, 80, 24760.00, 28838.50, 3.17, 3.38, 1.00, 1.00, 0.04, 0.04
2, 100, 32700.00, 36331.00, 3.36, 3.43, 1.00, 1.00, 0.04, 0.04
5, 20, 2380.00, 1956.67, 2.86, 2.02, 0.93, 0.80, 0.11, 0.14
5, 20, 2380.00, 2654.25, 2.86, 2.92, 0.93, 0.92, 0.11, 0.10
5, 40, 4660.00, 5544.10, 2.84, 3.18, 0.95, 0.96, 0.11, 0.10
5, 60, 7500.00, 8657.30, 3.10, 3.32, 0.99, 0.97, 0.11, 0.09
5, 80, 10380.00, 11400.55, 3.24, 3.31, 0.99, 0.98, 0.10, 0.09
5, 100, 13360.00, 14222.35, 3.34, 3.33, 0.99, 0.99, 0.10, 0.09
10, 20, 1285.00, 1366.67, 2.48, 1.92, 0.73, 0.54, 0.21, 0.20
10, 20, 1285.00, 1850.35, 2.48, 3.43, 0.73, 0.76, 0.21, 0.15
10, 40, 2474.00, 3317.85, 2.67, 3.44, 0.83, 0.86, 0.22, 0.16
10, 60, 3755.00, 4623.20, 2.81, 3.33, 0.89, 0.90, 0.21, 0.17
10, 80, 4960.00, 6211.15, 2.92, 3.43, 0.93, 0.92, 0.22, 0.17
10, 100, 5958.00, 7297.60, 2.83, 3.24, 0.94, 0.93, 0.22, 0.18
