2, 20, 3380.00, 2906.67, 3.19, 2.75, 0.99, 0.98, 0.08, 0.09
2, 20, 3380.00, 3911.50, 3.19, 2.87, 0.99, 0.98, 0.08, 0.07
2, 40, 8020.00, 9031.00, 3.69, 3.27, 0.99, 0.99, 0.07, 0.06
2, 60, 12700.00, 14166.50, 3.93, 3.44, 1.00, 0.99, 0.06, 0.06
2, 80, 17360.00, 19583.55, 4.11, 3.60, 1.00, 1.00, 0.06, 0.05
2, 100, 22322.00, 24757.15, 4.26, 3.65, 1.00, 1.00, 0.06, 0.05
5, 20, 1640.00, 1476.67, 3.35, 2.63, 0.91, 0.74, 0.16, 0.18
5, 20, 1640.00, 2057.70, 3.35, 3.37, 0.91, 0.88, 0.16, 0.13
5, 40, 3740.00, 4331.60, 4.22, 3.77, 0.93, 0.94, 0.14, 0.12
5, 60, 5830.00, 6562.95, 4.46, 3.87, 0.96, 0.96, 0.14, 0.12
5, 80, 7940.00, 8878.00, 4.55, 3.97, 0.96, 0.97, 0.13, 0.12
5, 100, 9840.00, 11160.45, 4.45, 4.03, 0.97, 0.98, 0.14, 0.12
10, 20, 968.00, 1167.00, 2.52, 2.61, 0.54, 0.48, 0.28, 0.23
10, 20, 968.00, 1426.75, 2.52, 3.47, 0.54, 0.64, 0.28, 0.19
10, 40, 1864.00, 2516.20, 3.04, 3.73, 0.69, 0.79, 0.29, 0.21
10, 60, 2742.00, 3675.75, 3.06, 3.84, 0.74, 0.84, 0.29, 0.22
10, 80, 3692.00, 4755.35, 3.29, 3.85, 0.79, 0.87, 0.29, 0.22
10, 100, 4585.00, 5904.00, 3.34, 3.91, 0.83, 0.90, 0.29, 0.23
