1, 5
2, 20, 3380.00, 2922.00, 3.19, 2.72, 0.99, 0.96, 0.08, 0.09
2, 20, 3380.00, 3817.00, 3.19, 2.80, 0.99, 0.98, 0.08, 0.07
2, 40, 8020.00, 8896.55, 3.69, 3.27, 0.99, 0.99, 0.07, 0.06
2, 60, 12700.00, 14106.00, 3.93, 3.44, 1.00, 1.00, 0.06, 0.06
2, 80, 17360.00, 19516.50, 4.11, 3.60, 1.00, 1.00, 0.06, 0.05
2, 100, 22322.00, 24634.50, 4.26, 3.62, 1.00, 1.00, 0.06, 0.05
5, 20, 1640.00, 1496.20, 3.35, 2.66, 0.91, 0.75, 0.16, 0.18
5, 20, 1640.00, 2020.70, 3.35, 3.30, 0.91, 0.88, 0.16, 0.13
5, 40, 3740.00, 4344.20, 4.22, 3.79, 0.93, 0.94, 0.14, 0.12
5, 60, 5830.00, 6595.05, 4.46, 3.93, 0.96, 0.96, 0.14, 0.12
5, 80, 7940.00, 8803.90, 4.55, 3.95, 0.96, 0.97, 0.13, 0.12
5, 100, 9840.00, 11086.00, 4.45, 4.03, 0.97, 0.98, 0.14, 0.12
10, 20, 968.00, 1178.20, 2.52, 2.52, 0.54, 0.46, 0.28, 0.23
10, 20, 968.00, 1442.00, 2.52, 3.53, 0.54, 0.64, 0.28, 0.19
10, 40, 1864.00, 2526.00, 3.04, 3.75, 0.69, 0.79, 0.29, 0.21
10, 60, 2742.00, 3718.95, 3.06, 3.90, 0.74, 0.84, 0.29, 0.22
10, 80, 3692.00, 4783.15, 3.29, 3.91, 0.79, 0.87, 0.29, 0.22
10, 100, 4585.00, 5822.80, 3.34, 3.87, 0.83, 0.90, 0.29, 0.23
