1, 10
5, 20, 2870.00, 2794.00, 4.08, 3.43, 0.95, 0.81, 0.09, 0.10
5, 20, 2870.00, 3456.65, 4.08, 3.50, 0.95, 0.92, 0.09, 0.08
5, 40, 6931.00, 8041.05, 4.96, 4.24, 0.97, 0.96, 0.08, 0.07
5, 60, 11100.00, 12926.05, 5.15, 4.60, 0.98, 0.98, 0.07, 0.06
5, 80, 15350.00, 18212.75, 5.53, 4.87, 0.99, 0.98, 0.07, 0.06
5, 100, 19590.00, 22983.00, 5.57, 4.93, 0.99, 0.99, 0.07, 0.06
10, 20, 1620.00, 2020.20, 3.35, 3.20, 0.71, 0.55, 0.16, 0.13
10, 20, 1620.00, 2228.20, 3.35, 3.66, 0.71, 0.74, 0.16, 0.12
10, 40, 4352.00, 5213.60, 5.77, 5.09, 0.89, 0.89, 0.12, 0.10
10, 60, 7110.00, 8207.45, 6.31, 5.56, 0.93, 0.93, 0.11, 0.10
10, 80, 9752.00, 10922.25, 6.47, 5.67, 0.95, 0.95, 0.11, 0.10
10, 100, 12190.00, 14049.70, 6.53, 5.87, 0.97, 0.96, 0.11, 0.09
20, 20, 1033.00, 1672.80, 1.00, 2.92, 0.15, 0.32, 0.26, 0.16
20, 20, 1033.00, 2007.40, 1.00, 3.99, 0.15, 0.45, 0.26, 0.13
20, 40, 2112.00, 3622.90, 3.25, 5.66, 0.49, 0.70, 0.25, 0.15
20, 60, 3575.00, 5110.35, 5.06, 5.97, 0.76, 0.79, 0.22, 0.16
20, 80, 4986.00, 6679.30, 5.44, 6.18, 0.81, 0.84, 0.21, 0.16
20, 100, 6286.00, 8147.55, 5.79, 6.22, 0.84, 0.87, 0.21, 0.16
