10, 5
2, 20, 5402.00, 3830.00, 2.95, 2.21, 0.99, 0.98, 0.05, 0.07
2, 20, 5402.00, 6059.50, 2.95, 3.08, 0.99, 0.99, 0.05, 0.04
2, 40, 12620.00, 13124.00, 3.49, 3.35, 0.99, 0.99, 0.04, 0.04
2, 60, 18510.00, 19581.00, 3.38, 3.31, 1.00, 1.00, 0.04, 0.04
2, 80, 25360.00, 27105.00, 3.44, 3.46, 1.00, 1.00, 0.04, 0.04
2, 100, 31960.00, 34167.50, 3.50, 3.50, 1.00, 1.00, 0.04, 0.04
5, 20, 2060.00, 1744.00, 2.71, 2.04, 0.94, 0.81, 0.13, 0.15
5, 20, 2060.00, 2903.65, 2.71, 3.48, 0.94, 0.92, 0.13, 0.09
5, 40, 4560.00, 5707.25, 3.02, 3.55, 0.97, 0.97, 0.12, 0.09
5, 60, 6920.00, 8592.15, 3.09, 3.57, 0.98, 0.97, 0.12, 0.09
5, 80, 9800.00, 11468.05, 3.29, 3.62, 0.99, 0.98, 0.11, 0.09
5, 100, 12800.00, 14530.55, 3.52, 3.68, 0.99, 0.99, 0.10, 0.09
10, 20, 1188.00, 1286.20, 2.42, 1.99, 0.74, 0.54, 0.22, 0.21
10, 20, 1188.00, 1827.00, 2.42, 3.74, 0.74, 0.78, 0.22, 0.15
10, 40, 2262.00, 3160.35, 2.73, 3.55, 0.88, 0.87, 0.24, 0.17
10, 60, 3502.00, 4717.00, 2.90, 3.68, 0.90, 0.91, 0.23, 0.17
10, 80, 4807.00, 5964.35, 3.04, 3.56, 0.94, 0.93, 0.22, 0.18
10, 100, 5968.00, 7441.45, 3.08, 3.61, 0.94, 0.94, 0.22, 0.18
