5, 10
5, 20, 5130.00, 4218.20, 2.88, 2.12, 0.98, 0.89, 0.05, 0.06
5, 20, 5130.00, 5620.00, 2.88, 2.73, 0.98, 0.95, 0.05, 0.05
5, 40, 19310.00, 19156.00, 5.20, 4.84, 0.99, 0.99, 0.03, 0.03
5, 60, 31002.00, 34984.00, 5.57, 5.92, 0.99, 0.99, 0.03, 0.02
5, 80, 43330.00, 47019.00, 5.81, 6.00, 1.00, 0.99, 0.02, 0.02
5, 100, 56370.00, 64678.50, 6.06, 6.60, 1.00, 1.00, 0.02, 0.02
10, 20, 2511.00, 2806.20, 2.61, 2.08, 0.91, 0.65, 0.11, 0.10
10, 20, 2511.00, 3089.20, 2.61, 2.76, 0.91, 0.86, 0.11, 0.09
10, 40, 9150.00, 11708.50, 4.76, 5.78, 0.95, 0.96, 0.06, 0.05
10, 60, 16670.00, 19937.70, 6.04, 6.66, 0.98, 0.97, 0.05, 0.04
10, 80, 23670.00, 30049.85, 6.34, 7.59, 0.99, 0.98, 0.05, 0.04
10, 100, 33050.00, 36889.25, 7.10, 7.49, 0.99, 0.99, 0.04, 0.04
20, 20, 1503.00, 2224.20, 1.00, 2.06, 0.29, 0.41, 0.18, 0.12
20, 20, 1503.00, 2558.55, 1.00, 3.09, 0.29, 0.57, 0.18, 0.11
20, 40, 5423.00, 7964.70, 5.09, 7.33, 0.83, 0.87, 0.10, 0.07
20, 60, 8382.00, 13293.25, 5.36, 8.52, 0.88, 0.92, 0.10, 0.06
20, 80, 12680.00, 17907.55, 6.36, 8.73, 0.91, 0.94, 0.08, 0.06
20, 100, 17128.00, 21860.75, 7.10, 8.63, 0.94, 0.95, 0.08, 0.06
