2, 20, 3380.00, 2803.33, 3.19, 2.69, 0.99, 0.97, 0.08, 0.10
2, 20, 3380.00, 3854.00, 3.19, 2.79, 0.99, 0.98, 0.08, 0.07
2, 40, 8020.00, 8917.50, 3.69, 3.25, 0.99, 0.99, 0.07, 0.06
2, 60, 12700.00, 14115.50, 3.93, 3.47, 1.00, 1.00, 0.06, 0.06
2, 80, 17360.00, 19525.50, 4.11, 3.56, 1.00, 1.00, 0.06, 0.05
2, 100, 22322.00, 24485.00, 4.26, 3.61, 1.00, 1.00, 0.06, 0.05
5, 20, 1640.00, 1443.33, 3.35, 2.55, 0.91, 0.74, 0.16, 0.18
5, 20, 1640.00, 2038.35, 3.35, 3.35, 0.91, 0.88, 0.16, 0.13
5, 40, 3740.00, 4359.55, 4.22, 3.82, 0.93, 0.94, 0.14, 0.12
5, 60, 5830.00, 6564.10, 4.46, 3.87, 0.96, 0.96, 0.14, 0.12
5, 80, 7940.00, 8847.05, 4.55, 3.97, 0.96, 0.97, 0.13, 0.12
5, 100, 9840.00, 11008.95, 4.45, 3.96, 0.97, 0.98, 0.14, 0.12
10, 20, 968.00, 1103.33, 2.52, 2.38, 0.54, 0.45, 0.28, 0.24
10, 20, 968.00, 1480.00, 2.52, 3.64, 0.54, 0.65, 0.28, 0.18
10, 40, 1864.00, 2551.45, 3.04, 3.75, 0.69, 0.79, 0.29, 0.21
10, 60, 2742.00, 3678.70, 3.06, 3.83, 0.74, 0.84, 0.29, 0.22
10, 80, 3692.00, 4754.25, 3.29, 3.86, 0.79, 0.88, 0.29, 0.22
10, 100, 4585.00, 5878.10, 3.34, 3.90, 0.83, 0.89, 0.29, 0.23
