2, 20, 5150.00, 5626.67, 3.23, 3.51, 0.99, 0.99, 0.05, 0.05
2, 20, 5150.00, 6350.00, 3.23, 2.72, 0.99, 0.99, 0.05, 0.04
2, 40, 13410.00, 14688.10, 4.27, 3.18, 0.99, 0.99, 0.04, 0.04
2, 60, 23050.00, 26326.50, 4.98, 3.80, 1.00, 1.00, 0.03, 0.03
2, 80, 33490.00, 38028.00, 5.39, 4.12, 1.00, 1.00, 0.03, 0.03
2, 100, 43070.00, 50769.00, 5.50, 4.40, 1.00, 1.00, 0.03, 0.03
5, 20, 2870.00, 2626.67, 4.08, 3.22, 0.95, 0.82, 0.09, 0.10
5, 20, 2870.00, 3476.20, 4.08, 3.51, 0.95, 0.92, 0.09, 0.08
5, 40, 6931.00, 8079.70, 4.96, 4.25, 0.97, 0.96, 0.08, 0.07
5, 60, 11100.00, 13366.85, 5.15, 4.73, 0.98, 0.98, 0.07, 0.06
5, 80, 15350.00, 18146.95, 5.53, 4.88, 0.99, 0.98, 0.07, 0.06
5, 100, 19590.00, 22732.60, 5.57, 4.89, 0.99, 0.99, 0.07, 0.06
10, 20, 1620.00, 1900.33, 3.35, 3.07, 0.71, 0.56, 0.16, 0.14
10, 20, 1620.00, 2238.85, 3.35, 3.65, 0.71, 0.74, 0.16, 0.12
10, 40, 4352.00, 5214.95, 5.77, 5.12, 0.89, 0.89, 0.12, 0.10
10, 60, 7110.00, 8090.55, 6.31, 5.48, 0.93, 0.93, 0.11, 0.10
10, 80, 9752.00, 11112.65, 6.47, 5.73, 0.95, 0.95, 0.11, 0.10
10, 100, 12190.00, 14048.40, 6.53, 5.85, 0.97, 0.96, 0.11, 0.09
