2, 20, 5760.00, 3880.00, 3.13, 2.25, 0.99, 0.99, 0.05, 0.07
2, 20, 5760.00, 6660.50, 3.13, 3.39, 0.99, 0.99, 0.05, 0.04
2, 40, 12440.00, 13775.50, 3.38, 3.51, 0.99, 1.00, 0.04, 0.04
2, 60, 19560.00, 21123.50, 3.51, 3.58, 0.99, 1.00, 0.04, 0.04
2, 80, 26520.00, 28279.00, 3.60, 3.61, 0.99, 1.00, 0.04, 0.04
2, 100, 33600.00, 35577.50, 3.61, 3.63, 1.00, 1.00, 0.04, 0.04
5, 20, 2080.00, 1733.33, 2.75, 2.09, 0.94, 0.83, 0.13, 0.15
5, 20, 2080.00, 3033.55, 2.75, 3.63, 0.94, 0.93, 0.13, 0.09
5, 40, 4480.00, 5802.65, 3.00, 3.60, 0.97, 0.97, 0.12, 0.09
5, 60, 7120.00, 8639.25, 3.17, 3.62, 0.99, 0.98, 0.11, 0.09
5, 80, 9740.00, 11448.20, 3.31, 3.61, 0.99, 0.98, 0.11, 0.09
5, 100, 12500.00, 14124.50, 3.33, 3.58, 0.99, 0.99, 0.11, 0.09
10, 20, 1228.00, 1250.00, 2.61, 1.95, 0.74, 0.56, 0.22, 0.21
10, 20, 1228.00, 1864.65, 2.61, 3.92, 0.74, 0.79, 0.22, 0.15
10, 40, 2349.00, 3112.30, 2.80, 3.49, 0.88, 0.87, 0.23, 0.17
10, 60, 3524.00, 4329.50, 2.87, 3.39, 0.88, 0.91, 0.23, 0.19
10, 80, 4559.00, 5568.75, 2.91, 3.31, 0.94, 0.93, 0.23, 0.19
10, 100, 5691.00, 6897.90, 2.89, 3.30, 0.94, 0.93, 0.23, 0.19
